latitude,longitude,price
34.16376,-118.45479,99
34.06121,-118.34447,144
34.05586,-118.3122,209
34.03369,-118.34557,360
34.01533,-118.79716,2950
33.96296,-118.36635,94
34.03738,-118.62668,1200
34.1625,-118.45677,99
33.98653,-118.35425,149
34.03584,-118.50428,175
34.05338,-118.17375,95
33.962376,-118.347336,345
34.10131,-118.28456,329
34.10044,-118.37051,260
33.97108,-118.45487,197
34.04823,-118.24912,300
33.75695,-118.128853,500
34.03016,-118.29428,150
34.45668,-118.49952,148
33.83438,-118.38132,135
34.05304,-118.26306,142
34.06764,-118.35113,95
34.04823,-118.45839,239
34.18728,-118.59011,246
34.03886,-118.37912,50
33.98942,-118.34285,1199
34.03861,-118.3793,70
34.14813,-118.37796,215
33.99137,-118.34223,487
34.09195,-118.34395,153
34.18371,-118.39226,250
33.99121,-118.34226,324
33.96347,-118.38018,280
34.08187,-118.3374,700
34.10414,-118.28515,240
34.19131,-118.59507,225
34.073872,-118.096199,59
34.09857,-118.35541,750
34.06306,-118.34371,135
34.05084,-118.26114,189
33.95202,-118.34752,199
34.14114,-118.255,162
34.1203,-118.23358,159
34.05106,-118.26468,139
34.14331,-118.25662,147
34.16872,-118.24197,88
34.10974,-118.18793,179
34.03146,-118.32418,200
33.98092,-118.32968,121
34.0449,-118.24975,92
34.17385,-118.45431,80
34.00469,-118.46548,180
34.22485,-118.58854,55
33.96573,-118.36955,200
33.98846,-118.44208,250
34.16229,-118.45644,99
34.03897,-118.33723,195
34.04408,-118.33823,110
34.11867,-118.42475,600
33.98142,-118.46311,40
34.16248,-118.45505,99
34.59305,-118.16131,50
34.04069,-118.381,50
34.09156,-118.34297,799
34.59247,-118.15967,65
33.91986,-118.40557,240
33.82888,-118.37505,134
34.09014,-118.34292,463
34.17186,-118.27867,150
34.06433,-118.39423,185
33.93693,-118.33728,211
33.76386,-118.17344,118
34.126,-118.10565,61
34.05046,-118.25345,499
34.08343,-118.25447,300
33.88746,-118.40786,250
33.96217,-118.38578,98
34.15992,-118.38857,1142
33.96748,-118.22747,198
34.08941,-118.34274,50
34.1642,-118.45527,99
34.00911128,-118.2856042,88
33.82232,-118.17875,94
34.16241,-118.45501,99
34.06596,-118.33982,750
34.02003,-118.30314,40
34.08991,-118.34244,70
34.00884,-118.40866,199
34.08924,-118.34243,50
34.0221,-118.30154,44
34.1344,-118.02385,2800
34.02195,-118.30346,40
34.59437,-118.16093,55
34.1006546,-118.3746567,1257
34.10775,-118.03207,96
33.99234,-117.884842,69
34.0762,-118.4675,1700
34.06454,-118.10509,524
34.59279,-118.16088,50
33.97922,-118.45523,218
34.18406,-118.39025,297
33.84534,-118.38933,169
33.98008,-118.46306,59
34.04365,-118.57929,417
33.97769,-118.4603,122
34.04905,-118.25196,499
33.87361,-118.15787,188
34.0942,-118.35569,190
34.0422,-118.25813,224
33.75922,-118.13095,295
34.112804,-118.013786,239
33.992489,-118.476562,186
34.09887,-118.32741,175
34.14794,-118.37695,147
34.05002,-117.7325,40
34.08845,-118.36299,740
34.14907,-118.25728,209
34.07729,-118.38781,116
34.09301,-118.34297,270
34.06402,-118.1035,104
34.05403,-118.26435,240
34.06259,-118.10549,94
34.08759,-118.15039,96
34.08518,-118.37153,500
34.06263,-118.10361,124
33.93625,-118.33201,66
33.92957,-118.35858,150
34.06274,-118.10527,104
34.16653,-118.38619,102
34.09016,-118.38751,3995
34.06257,-118.10329,104
34.06239,-118.10346,94
33.9997,-118.47893,700
33.9899,-118.44631,172
34.06429,-118.10352,104
33.95042,-118.36035,42
34.04497,-118.16616,178
34.06245,-118.10323,124
34.03125,-118.32283,180
34.08795,-118.1025,277
34.10817,-118.3388,328
33.96687,-118.04412,78
34.06,-118.43872,89
33.79489431,-118.193582,139
34.050762,-117.732849,38
33.8916,-118.4119,1195
34.03937,-118.64109,629
34.06776,-118.103,108
33.77435,-118.19936,200
34.05088,-118.35145,350
33.76744,-118.18827,126
34.01949,-118.43669,102
34.11708,-118.18481,296
34.43666077,-118.4957962,111
33.82301,-118.2901,125
34.42319,-118.56843,161
34.05327,-118.25046,549
34.105431,-118.446175,435
33.79491,-118.3458,75
33.86545,-118.36956,146
34.1263,-118.15263,235
33.83025,-118.39016,700
34.00434,-118.41591,219
34.16946,-118.37416,199
33.93437,-118.33844,350
34.03837,-118.61776,397
33.85488,-118.19728,171
34.08691702,-118.3240654,80
34.11564,-118.29415,3425
33.9307,-118.28187,189
34.08797,-118.29111,65
33.94729,-118.3082,230
34.11658,-118.25935,225
34.16979,-118.37468,343
34.00876,-118.48301,185
34.00916,-118.3213,199
34.10262,-118.34119,65
34.12885,-118.26107,215
34.19244,-118.53149,88
34.13044,-118.24842,270
34.70015,-118.20883,51
34.0783,-118.19486,90
33.78122,-118.30274,95
34.05455,-118.25055,499
34.16438,-118.45492,99
34.01632,-118.49306,402
33.99992689,-118.4636764,55
34.12879,-118.2201,83
34.15516,-118.42881,180
34.04703,-117.92047,95
34.18036,-118.30308,165
34.039124,-118.668381,431
34.118824,-118.326721,410
33.94942,-118.35887,207
34.16229,-118.45531,99
34.03996,-118.4288,140
33.97553,-117.88232,354
34.05033,-118.24823,274
33.85676,-118.397,211
34.03997,-118.43022,275
34.11393,-118.16857,197
34.01398,-118.31132,55
34.10191,-118.34879,135
34.05124,-118.18268,59
34.04939,-118.24717,180
33.97076,-118.16324,305
34.08394,-118.36631,500
34.02569,-118.76618,6000
34.16084,-118.25769,166
34.08375,-118.3662,375
34.1612819,-118.2588493,160
34.02693,-118.49176,180
34.00005,-118.44385,200
33.94432,-118.33022,406
34.00643,-118.16554,442
34.14869308,-118.3929672,176
34.162446,-118.4551915,99
34.1641,-118.45674,99
34.079292,-118.047775,85
33.912971,-118.338364,48
34.04669,-118.45913,169
34.09031,-118.60112,284
34.0494,-118.45992,269
34.14836,-118.394,99
33.921413,-118.41925,68
33.97735,-118.36971,420
33.99384,-118.45691,450
33.91342,-118.33736,48
34.0082,-118.49517,98
33.97769,-118.46022,133
33.97824,-117.90424,65
34.06391,-118.38327,160
34.09036,-118.33504,169
34.08755,-118.14849,103
34.15692,-118.34895,125
34.65358,-118.183647,162
34.15093,-118.25921,193
34.0621,-118.1413,193
33.983311,-118.462692,964
34.06368,-117.7425,200
34.07875,-118.27868,131
34.06265,-118.39051,150
33.9882,-117.91801,144
33.7664,-118.1955,146
34.65358,-118.183647,142
34.10123767,-118.324835,295
34.12654,-117.89962,117
34.04468,-118.1797,131
34.05877,-118.36796,95
34.10567,-118.33514,191
34.02278,-118.48349,210
34.06672,-118.09386,327
34.09307,-118.34627,149
34.62328,-118.22275,50
33.7925,-118.17969,204
33.97846,-117.8992,142
33.97137,-118.05633,90
34.05101,-118.26572,220
33.85761,-118.17386,247
34.04507,-118.25188,164
33.95649,-118.32529,271
34.04923,-118.26528,137
33.80903,-118.2733,103
34.12813,-117.8932,75
34.17599662,-118.1560032,112
34.04052,-118.25828,241
34.12286,-118.25663,204
34.08757,-118.38437,265
33.83823,-118.21469,100
33.97016,-118.45536,340
33.98755,-118.46095,188
34.04088,-118.25151,118
33.99088,-118.32898,85
34.03706,-118.38815,250
33.95642,-118.42173,96
33.98788,-118.43018,300
34.086502,-117.71965,36
34.00113,-118.46884,179
34.18251,-118.37614,133
33.760876,-118.141907,245
34.06231,-118.10553,118
34.04204,-118.44773,158
34.12978,-118.02332,124
34.0645,-118.10461,104
34.47274,-118.52251,150
34.02751,-118.14847,35
34.03912354,-118.6683807,371
34.04027,-118.26275,179
34.00093,-118.47145,185
34.05896,-118.2423,350
34.145252,-118.593452,708
34.029,-118.15034,40
34.06449,-118.10512,94
34.06395,-118.10523,104
33.98009,-118.46084,242
34.06246,-118.10446,514
34.00166,-118.47075,185
34.09027,-118.34315,149
34.00042,-118.46981,137
34.09363556,-118.3902283,1170
34.10896,-118.23042,175
34.09098,-118.34312,254
34.09166,-118.34368,156
34.00121,-118.46792,146
34.16619,-118.60351,255
34.04727,-118.23884,133
34.02028,-118.42118,65
34.09961,-118.43073,490
33.98618,-118.45692,586
34.00835,-117.81559,42
34.08603,-118.02442,78
33.97696,-118.24703,179
34.038929,-118.668381,4452
34.0775,-118.14555,63
33.94867,-118.35988,44
34.10794,-118.17965,290
34.09968,-118.35705,135
33.93106,-118.35252,539
34.039124,-118.668381,475
34.0231,-118.25936,24
34.21298,-118.39929,235
34.18718,-118.46573,95
34.17564,-118.40216,289
34.05712,-118.35981,149
33.98915,-118.44375,222
34.16225,-118.45499,99
34.10112,-118.35819,1100
34.11332,-118.36296,130
34.03184,-118.32477,226
34.09097,-118.35155,175
34.015209,-117.803802,266
34.16233,-118.4549,109
34.14755,-118.00317,51
34.09779,-118.13464,176
34.17338,-118.08353,1914
34.0819,-118.10448,245
33.77747,-118.15307,55
33.84878,-118.23809,300
34.03936,-118.46806,145
34.039124,-118.668381,783
34.10133,-118.34801,89
34.10157,-118.34795,89
34.02415466,-118.3862762,283
34.039124,-118.668381,488
34.14751,-118.13482,135
34.01402,-118.29851,234
34.04685,-118.46052,155
34.0997,-118.3494,100
33.983845,-117.938789,147
34.07679,-118.36909,2000
34.00276,-118.28643,122
34.41986,-118.46394,600
34.10316,-118.33739,198
34.00453,-118.48605,2111
34.05042,-118.24906,269
33.984184,-117.938286,107
34.09013,-118.06719,200
33.98684,-118.46283,183
33.77617,-118.18822,80
34.06671,-118.64005,417
33.95629,-118.31723,110
34.13567,-118.07408,72
33.95038,-118.36052,45
33.88139,-118.40779,675
33.92871,-118.36253,95
33.850246,-118.199104,92
34.12126,-118.25497,279
34.06502,-118.09306,146
34.14216,-117.99944,103
33.99418,-118.28459,69
33.97813,-117.89918,749
34.02967,-117.84945,376
34.00754,-117.87442,59
33.82261936,-117.982067,314
34.03912354,-118.6683807,256
33.97051,-118.36358,81
34.06865,-118.1351,328
33.95035,-118.36156,49
33.85674,-118.39925,120
33.94994,-118.36204,47
34.03932,-118.03261,246
34.1637,-118.45459,99
33.76279,-118.19616,199
33.94863,-118.36192,43
34.0989,-117.71886,199
33.95043,-118.36025,42
33.95074,-118.36204,45
34.02265,-118.15961,220
34.10056,-117.71751,199
34.67726,-118.45009,100
34.21382,-118.65871,320
33.94899,-118.36031,44
34.09973,-117.71739,199
33.9504,-118.35992,44
34.04694,-118.46081,149
34.08735,-118.20854,329
33.97888,-118.34018,235
34.01820197,-118.4965332,224
33.99491,-118.46474,775
33.93337,-118.33839,200
34.06201,-118.34609,550
34.08928,-118.28168,140
34.20255,-118.50593,285
34.20193,-118.44587,50
34.00065,-118.15892,350
34.09042,-118.33506,166
34.16342,-118.4362,630
34.08420907,-117.8834081,399
34.02542,-118.44406,663
34.06131,-118.28861,400
34.16227,-118.64457,89
33.93604,-118.2216,179
34.14514,-118.37959,197
33.91029,-118.30128,75
34.031822,-118.323715,117
34.17523,-118.60367,205
34.14374,-118.25465,200
33.76287,-118.14188,247
34.11868,-118.42878,2000
33.9328,-118.29371,128
33.95757,-118.12145,600
34.0816,-118.20795,77
33.98533,-117.91464,320
34.05065,-118.19063,117
34.09183,-118.34441,149
33.98854,-117.85851,47
34.16931,-118.62465,274
33.98594,-117.86486,92
34.09007,-118.33645,142
34.10958,-118.0587,89
33.76692,-118.18049,74
34.09557,-118.32298,26
34.05698,-118.3475,26
33.9035,-118.42123,66
33.91054,-118.2879,46
34.06877,-118.07957,138
33.97286,-118.23198,35
34.07708,-118.39,150
34.42173,-118.4408,515
34.10521,-117.76045,175
34.16165,-118.00985,195
34.03969,-118.84263,500
34.067062,-117.871941,139
34.09217,-118.33693,95
34.05428,-118.49819,79
34.0638,-118.37365,284
33.78431,-118.15628,270
34.04556,-118.34115,336
34.09147,-118.33503,121
33.94125,-118.20946,800
34.09012,-118.37668,175
34.041553,-118.257111,230
34.62458,-117.83085,120
33.99133,-117.90694,163
34.15621,-118.39267,143
33.76889,-118.11917,130
34.1562085,-118.3926679,171
33.97755,-118.4594,641
34.045181,-118.251488,99
34.15606,-117.99965,256
33.34227,-118.32631,1130
34.04443,-118.25188,174
33.98408,-118.46399,764
33.7709,-118.15878,259
34.041553,-118.257111,330
34.11759,-118.63077,495
33.8943,-118.13572,150
33.98812,-118.46122,210
34.1973,-118.51596,70
34.58073,-118.10688,135
34.01795,-118.49634,282
34.01032,-118.49563,131
34.0313,-118.39522,271
33.97099,-118.35442,900
34.18482,-118.62022,245
34.07841,-118.05193,95
34.063496,-118.351997,114
34.1627,-118.45458,99
34.23461,-118.35997,36
34.02849,-117.85026,120
34.16416,-118.45587,109
34.16259,-118.45468,109
34.12332,-118.07715,55
33.93852,-118.33228,59
34.23024,-118.58312,256
34.05539,-118.35773,140
33.9556,-118.3845,114
34.09204,-118.3708,200
33.95741,-118.38438,37
34.07696,-118.60732,320
34.60848,-118.18916,41
33.95805,-118.38584,89
34.06215,-118.30533,131
34.10038,-118.22925,80
33.7711,-118.19617,179
34.09193,-118.34583,189
33.97689,-118.45415,341
33.85052948,-118.1636257,100
34.17557,-118.57269,322
34.05333,-118.24278,333
34.02381,-117.85655,107
34.1038602,-118.3482514,165
34.10464,-118.32488,229
34.16366,-118.49725,290
34.05495,-118.39127,48
34.07522,-118.35386,126
33.95226,-118.32225,95
34.08712,-118.35976,196
34.061867,-118.121635,96
34.1038602,-118.3482514,152
34.10386,-118.34825,159
34.1038602,-118.3482514,166
34.08879,-118.37776,113
33.96927,-117.90165,60
34.00902,-118.48475,152
34.01812,-118.405533,168
34.0567,-118.4448,227
33.75962,-118.13438,142
34.0472,-118.25287,206
34.16443,-118.45457,99
34.07205,-118.2766,66
34.16238,-118.45629,99
34.04742,-118.24864,102
34.06886,-118.35121,200
34.16266,-118.45478,99
34.03713,-118.46936,101
33.826149,-118.094048,40
34.05972,-118.32402,200
34.16263,-118.45673,99
34.03848,-118.46734,104
34.16218,-118.45538,109
33.91147,-118.35696,297
34.09967,-118.32871,249
34.09496,-118.35097,214
34.04255,-118.25405,128
34.10197914,-118.2546901,120
34.08452,-118.27649,282
34.18075,-118.33452,310
34.1402,-117.86357,164
34.16641,-118.38578,429
33.75913,-118.1275,200
33.96819,-117.90024,57
34.1119,-118.29312,350
34.263348,-118.503807,98
34.03444,-118.42441,462
34.15765,-118.40035,499
33.97991,-118.45825,480
33.93355,-118.33875,245
33.88536,-118.40224,500
34.09987,-117.88849,70
34.10675,-118.33844,160
34.04861,-118.24996,325
33.98407,-118.32516,158
34.09711,-118.34541,70
34.15796,-118.36829,260
33.87586,-118.40654,406
34.05455,-118.43404,168
33.93279981,-118.3607185,106
34.06488,-118.25123,105
34.14259,-118.14318,179
33.95666,-118.38542,27
33.96775,-117.90074,60
34.07507,-118.39276,180
34.04882,-118.34768,190
34.06592,-118.39541,285
33.98045,-118.46138,144
34.04367,-118.2592,141
34.10457,-118.34347,87
34.07687,-118.15467,130
34.09882,-118.04461,88
34.09975,-118.32826,275
34.15663,-118.59759,117
34.04729,-118.34772,180
33.72273,-118.30109,167
34.10664,-118.33612,200
34.00671,-118.11104,81
34.09157,-118.34477,206
34.003525,-118.453896,1206
34.07593,-118.15486,114
34.05857,-118.18726,265
34.04885,-118.34741,180
34.60393,-118.13319,158
34.05492,-118.27966,182
33.98417,-118.34367,671
33.91183,-118.34767,36
33.99261,-118.28648,62
34.15548,-118.3934,149
33.9946,-118.28445,54
33.98598,-118.37769,100
34.05125,-118.29487,249
34.0489,-118.34827,346
34.05978,-118.28389,137
34.15389,-118.25563,112
34.05969,-118.28302,137
34.14727,-118.25611,111
34.09656,-118.20949,99
34.152,-118.2547,97
34.06104,-118.28513,137
33.96963,-117.90221,65
34.05978,-118.28466,129
34.14916,-118.25467,102
34.14866,-118.25616,116
34.10216,-118.31431,850
34.058,-118.35497,90
34.06171,-118.28495,129
34.06916,-117.92172,45
34.14732,-118.25616,111
34.05993,-118.28523,128
34.16439,-118.45466,99
34.14763,-118.25438,109
34.14139,-118.25537,185
34.000664,-118.461769,545
33.99055,-118.4728,1500
34.07876,-118.60154,332
34.16423,-118.45677,109
34.15241,-118.24765,65
34.11747,-118.21785,90
33.98237,-118.46088,137
34.1639,-118.45672,99
33.92488,-118.19316,303
34.028114,-117.849388,120
34.05848,-118.37602,290
33.97907,-118.44047,222
33.93396,-118.13769,117
33.9355,-118.33408,90
34.05776,-118.2423,457
33.98057,-118.46093,144
33.83269,-118.31637,35
34.074593,-118.343208,199
33.83082,-118.31529,35
33.83192,-118.31469,35
34.16369,-118.30868,207
33.83265,-118.31486,35
34.07911,-118.29608,60
34.05425,-118.49998,139
34.42858,-118.54594,114
34.06764,-118.1831,85
34.14737,-118.4599,118
33.99878,-118.33719,151
33.94264,-118.10414,140
34.09463,-118.13234,195
34.22077,-118.53133,98
34.08002355,-118.3595469,119
33.96076343,-118.3839041,75
34.16084,-118.25769,173
34.19161,-118.363,105
34.22489,-118.54305,383
34.05656,-118.30793,140
34.09967,-117.71734,179
34.16112,-118.37683,124
34.01601,-118.39241,275
34.10056,-117.71741,200
34.1947,-118.39113,22
33.83065,-118.31509,35
34.08713,-118.33565,995
33.98041,-118.46092,145
34.03605,-118.47903,180
34.17782,-118.57393,1995
34.15628,-118.3934,207
34.15628,-118.3934,155
34.18623,-118.35713,899
34.05152,-118.44484,80
34.07614,-117.77485,250
34.01683,-118.47988,217
33.79169,-118.34688,439
33.95097,-118.32199,599
34.13526,-118.37902,345
34.06791,-118.38017,234
34.03585,-118.34919,104
34.09153,-118.31231,72
34.16207,-118.60423,319
34.50259,-118.62061,85
33.94587,-118.27583,40
34.09379,-118.34599,216
34.04218,-118.3452,1800
34.09662,-118.27443,135
34.10426,-118.38735,2000
34.03057,-118.48215,191
34.04198752,-118.2598343,136
33.98748,-118.46956,4677
33.79391,-118.17911,125
34.05973,-118.31285,59
34.06906,-118.2772,2399
34.11691,-118.10178,300
34.16213,-118.45458,99
34.10588,-118.285,200
34.08655,-118.36023,150
34.16283,-118.45467,99
34.026649,-118.480797,281
34.07296,-117.75897,100
34.02608,-118.4074,85
33.98866,-117.90294,99
33.997761,-118.048271,878
34.0411,-118.34338,1900
34.1407,-118.40699,192
34.1904,-118.30973,131
34.16967,-118.61986,180
33.98713,-118.05486,143
33.91328,-118.32309,70
34.13307,-118.21541,71
34.11166,-118.00819,42
34.17917,-118.55628,306
34.22029,-118.24028,148
33.98111,-118.4616,148
33.98189,-118.46121,117
34.66436,-118.21598,208
33.98228,-118.46132,111
34.0424,-118.34455,315
34.14844,-117.99485,200
34.1612,-118.40703,95
33.70747,-118.29172,514
34.00275,-118.15048,549
34.16256,-118.45628,99
34.00749,-118.4368,75
34.11366,-118.17032,197
34.10351,-118.34114,83
34.07019,-118.31135,700
33.99318,-118.40441,125
34.12872,-117.91668,165
34.0608,-118.29176,209
34.17773886,-118.3865712,384
34.15023041,-118.2517014,99
34.0053,-117.98968,223
34.16608,-118.30313,237
34.02064,-118.47296,190
34.11226,-118.3322,125
33.95965,-118.44639,216
33.99068,-118.44013,167
33.98014,-118.26906,66
33.91918782,-118.3745978,148
33.77487,-118.19345,155
34.08328,-118.35569,316
34.09005,-118.42624,1899
34.04712,-118.34593,999
33.99206,-118.43877,279
34.10811,-118.05907,165
34.01219,-118.41314,121
34.16432,-118.4549,99
34.03194,-118.43346,26
33.95097,-118.27832,67
34.02327,-118.44853,201
34.04465,-118.29344,76
34.16405,-118.45449,109
34.04727,-118.34621,721
34.07311,-118.601,199
34.061848,-118.121689,96
34.04767,-118.34574,999
34.04584,-118.25773,178
34.04879,-118.34731,999
33.83721,-118.37745,199
33.75675,-118.13616,189
34.03238,-118.48076,152
33.97538,-118.36829,150
33.98913,-118.47165,310
33.97473,-118.37032,150
34.11055,-118.37702,164
34.13612,-118.19177,180
33.99988,-118.26588,40
34.11778,-118.18522,120
34.04824,-118.24905,390
34.05937,-118.26807,90
34.18639,-118.15161,95
34.17353,-118.43869,303
34.05051,-118.47353,193
34.18418,-118.15136,98
34.0629,-118.1211,96
34.16079,-118.14326,146
33.99696,-118.4176,127
34.10176,-118.11149,123
34.0207,-118.47404,215
33.77532,-118.19455,213
34.08923,-118.34382,50
34.09066,-118.34246,59
34.706833,-118.141922,59
34.06196,-118.28111,125
34.152,-118.25947,125
34.112804,-118.013786,206
34.03825,-118.07759,81
34.07755,-118.15301,105
34.17782,-118.54606,300
34.2278,-118.55511,175
34.4695,-118.53568,400
34.15011,-118.64482,297
34.02452,-118.25097,77
33.35491,-118.33309,585
34.18183,-118.43608,600
34.0545,-118.25114,220
34.1387,-118.40554,288
33.73779,-118.30199,120
34.02444,-118.38747,276
34.16417,-118.45495,109
34.09563,-118.35377,55
33.91354,-118.32455,45
34.1637,-118.4546,99
34.01707,-118.13731,151
34.11278,-117.73417,90
34.24547,-118.55661,258
33.98535,-118.44486,70
33.96864,-118.08804,52
34.05163,-118.25692,195
34.16087,-118.3387,150
34.061848,-118.121689,96
34.05429,-118.2522,109
34.06185,-118.12169,96
34.06336,-118.34199,180
33.79687,-118.32274,100
34.06333,-118.35184,264
34.04254,-118.09584,119
34.12356,-118.25623,321
34.061848,-118.121689,96
34.16441,-118.45671,99
34.18504,-118.35902,150
33.76095,-118.13936,204
34.06301,-118.12243,96
33.77657,-118.15615,118
34.061848,-118.121689,96
34.14912,-118.02107,25
34.65423,-118.18656,144
34.061848,-118.121689,96
34.04183,-118.09637,116
34.09861,-118.04543,58
33.98998,-118.4199,86
34.16094,-118.35616,445
34.11239,-118.33094,1980
34.16766,-118.38952,279
33.98929,-118.47554,133
34.18936,-118.44307,399
34.11754,-118.36339,2275
34.10124,-118.35656,1450
34.12226,-118.36701,295
34.05474,-118.19889,199
34.19004,-118.57671,750
34.08307,-118.26648,840
34.17192,-118.15839,50
34.04032,-118.67142,5119
34.09648,-118.39782,2943
34.19037,-118.5298,328
34.16199,-118.62193,599
34.08344,-118.38824,41
34.03075,-118.83228,2489
34.03755,-118.61081,2906
34.09761,-118.27678,364
34.07963,-117.95291,168
34.00078,-118.15755,397
34.00359,-118.23021,227
34.09999,-118.37569,1446
34.20383,-118.15992,169
34.14614,-118.50603,500
34.04254,-118.34342,650
34.16226,-118.45509,99
34.01591,-118.49241,363
34.052589,-118.100128,55
34.17181,-118.43846,312
33.97756,-118.4594,158
34.05447,-118.42909,195
33.94297,-118.30729,88
34.06797,-118.13025,117
34.0929,-118.35756,110
34.1177,-118.06088,69
34.05897801,-117.8991288,69
33.968933,-117.901031,88
34.05254,-118.26122,145
33.99317,-118.23673,174
34.09482,-118.33091,356
34.12102,-118.21998,871
34.16369,-118.45653,109
34.07755,-118.15293,139
33.69517,-117.88274,74
33.98552,-118.44448,309
33.95821,-118.38481,32
33.97913,-118.4587,228
34.10642,-118.336,180
34.0485,-118.24733,130
34.14881,-118.25414,148
34.11896,-118.32397,414
33.77487,-118.19345,159
34.02267,-118.45743,172
34.11673,-118.20471,250
33.83855,-118.38518,108
34.08643182,-118.2908479,101
33.89213,-118.07969,69
34.16245,-118.3759,216
34.18444,-118.15255,99
34.00738,-118.28737,29
34.1212,-118.35146,1335
34.1223,-118.32101,1795
33.93734804,-118.3272457,226
34.061848,-118.121689,96
34.16424,-118.45627,99
33.90276,-118.41891,221
34.05852,-118.25178,100
34.16254,-118.45461,99
34.16213,-118.45635,99
33.76952,-118.18442,250
34.05956,-118.30497,100
34.11903,-118.25614,169
34.1228,-118.05964,68
34.04497,-118.25574,480
34.11675,-118.20809,117
34.0052,-118.46752,297
34.20646754,-118.5111935,125
34.0912,-118.35576,250
34.082287,-117.742516,46
33.92682,-118.36335,182
34.08326,-118.18839,130
34.07841,-117.9512,157
34.25106,-118.30483,85
33.99382,-118.3068,94
34.05859,-118.04156,61
34.07878,-117.95099,168
33.88714,-118.23921,145
34.59604,-118.20704,53
34.14296426,-118.1131471,293
34.10428,-118.33392,55
34.09427,-118.345,270
33.90937,-118.0671,55
34.0512,-118.29452,241
34.05889,-118.12024,299
34.00231,-118.46763,306
33.90317,-118.34937,201
34.11216,-118.0711,213
33.84468,-118.29455,116
34.18697,-118.61079,70
34.09196,-118.35177,304
34.16445,-118.45594,99
33.968933,-117.901031,500
34.14735,-118.42835,181
34.08047,-118.34136,78
33.97854,-118.23969,110
34.03319,-118.49311,180
34.0589,-118.14007,228
34.0064,-118.16394,406
34.061848,-118.121689,96
34.1215,-118.32379,750
34.21208,-118.60796,80
34.17347,-118.58557,165
33.9571,-118.32309,276
34.06292,-118.0183,209
34.70259,-118.15309,179
33.98115,-118.45914,352
34.06185,-118.12169,96
34.00878,-118.45222,378
34.20519,-118.142,85
33.89653,-118.29718,460
34.061848,-118.121689,96
34.061848,-118.121689,96
33.92214,-118.11652,147
34.08927747,-118.3609408,180
33.77531,-118.19423,148
34.061848,-118.121689,96
34.061848,-118.121689,96
34.05548,-118.17102,295
33.77745,-118.38455,95
34.01503,-118.4008,161
33.90027,-118.30108,171
34.0818899,-118.3700264,204
34.16176,-118.29415,96
34.0632,-118.41072,700
33.90155,-118.3012,220
34.061848,-118.121689,96
34.14832,-118.11307,159
34.04202,-118.3045,201
34.15316431,-118.2576903,253
34.09868,-118.11829,114
34.16223,-118.45456,99
34.0128,-118.29777,85
33.76712,-118.18358,4000
34.21641,-118.43869,102
34.093697,-118.278633,345
34.04021,-118.30729,110
33.77963,-118.19687,174
34.002697,-118.480507,153
34.11001,-118.32409,500
33.97987272,-118.465076,169
34.060925,-118.150238,223
34.06879,-118.38625,125
34.12185,-118.25417,204
34.16226,-118.45528,109
33.99761125,-118.4822728,259
34.1587,-118.41097,110
34.08341,-118.30331,520
34.11354,-118.38523,1000
34.05718,-118.12168,162
34.10885,-118.59238,800
34.11183,-118.32375,200
34.15961,-118.39253,221
34.18456,-118.38107,269
33.93534,-118.36517,275
34.05644,-118.35342,105
34.061848,-118.121689,96
33.95579,-118.38308,32
34.00024,-118.32702,110
34.07872,-118.38986,199
34.18765,-118.62282,129
34.07716,-118.20356,278
34.03234,-118.74442,6000
34.17986,-118.4174,397
34.09384,-118.34678,106
34.0472,-118.09797,100
33.98163,-118.46488,209
33.87051,-118.17388,90
34.05821,-118.28671,132
34.18001,-118.41617,497
34.09602,-118.28618,417
33.87848327,-118.2849119,86
34.03253,-117.81508,444
34.09940769,-118.3432712,499
34.15746,-118.1283,124
33.75167,-117.91943,106
33.88779,-118.38796,120
34.22658,-118.52363,113
33.93789,-118.33199,82
34.2275,-118.5792,92
34.14819,-118.25666,181
34.16367,-118.45652,99
34.06515,-118.047,220
34.03098,-118.38375,253
34.16562,-118.27553,205
33.98664,-118.46946,5750
34.09044,-118.34521,140
34.12984,-118.25585,204
33.98691,-118.34756,175
34.16746,-118.4429,1250
34.00414,-117.97242,47
33.87356,-118.32798,85
33.88892,-118.27283,300
34.09325,-118.34495,207
33.76517,-118.18891,314
34.45189,-118.53417,232
34.104855,-117.805977,50
34.0933,-118.34708,215
34.08913,-118.33008,85
34.16902,-118.42494,2200
33.94951,-118.30714,141
34.081596,-117.926041,76
33.99275,-118.30146,105
34.06728,-118.13457,103
34.18766,-118.61389,46
34.01243,-118.49203,414
34.1156,-118.06391,45
34.12794,-117.89297,178
33.79475,-118.33656,118
34.23606,-118.45808,65
34.0968,-118.38322,2300
34.16613,-118.37214,203
33.84146,-118.30811,225
34.104855,-117.805977,46
34.13187,-118.05434,56
34.16112,-118.37683,123
34.1639,-118.45629,99
33.77487,-118.19345,159
34.0333,-118.43397,40
34.50272,-118.6201,55
33.76452,-118.17297,155
34.16566,-118.37047,164
33.82218,-118.33931,166
33.986588,-118.430206,150
34.061848,-118.121689,96
34.09984,-118.34454,499
34.00878,-118.49407,184
33.79449,-118.33676,490
34.09537,-118.35248,79
34.09355,-118.35373,79
33.79448,-118.33878,367
34.061848,-118.121689,96
33.79561,-118.33829,245
34.08756,-118.2724,195
